;Codigo;Descripcion_aperturas;Clasificador;Periodo;Indice_IPC;v_m_IPC;v_i_a_IPC;Region
16576;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202203;590,3432;5,4;47,4;Noreste
16577;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202203;570,2939;3,8;44,7;Noroeste
16578;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202203;595,55;4,4;41,9;Cuyo
16579;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202203;596,7568;5,1;41,2;Patagonia
16606;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202203;673,7515;5,8;71,2;GBA
16626;11.1;Restaurantes y comidas fuera del hogar;Grupos;202203;674,0672;7,1;70,7;GBA
16634;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202203;629,5512;6,4;62,9;GBA
16635;01.2.1;Café, té, yerba y cacao;Clase;202203;764,4707;8,2;73,6;GBA
16636;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202203;506,6322;3,8;46;GBA
16695;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202204;703,8303;8,3;68,3;Pampeana
16696;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202204;728,4937;7,5;73,4;Noreste
16697;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202204;748,577;6,4;73,9;Noroeste
16698;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202204;786,6069;6,9;73,6;Cuyo
16699;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202204;664,6177;7,9;76,2;Patagonia
16785;11.1;Restaurantes y comidas fuera del hogar;Grupos;202204;705,497;8,6;67,8;Pampeana
16786;11.1;Restaurantes y comidas fuera del hogar;Grupos;202204;730,2471;7,7;73,1;Noreste
16787;11.1;Restaurantes y comidas fuera del hogar;Grupos;202204;750,5635;6,5;73,7;Noroeste
16788;11.1;Restaurantes y comidas fuera del hogar;Grupos;202204;793,1509;7,3;73,2;Cuyo
16789;11.1;Restaurantes y comidas fuera del hogar;Grupos;202204;664,9808;8,2;75,9;Patagonia
16825;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202204;729,8427;6;60,3;Pampeana
16826;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202204;752,2395;6,1;63,8;Noreste
16827;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202204;750,588;6,6;58;Noroeste
16828;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202204;744,3315;6,3;61;Cuyo
16829;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202204;700,6222;5,1;57,9;Patagonia
16830;01.2.1;Café, té, yerba y cacao;Clase;202204;854,424;5,9;64,8;Pampeana
16831;01.2.1;Café, té, yerba y cacao;Clase;202204;910,1826;4,5;54,6;Noreste
16832;01.2.1;Café, té, yerba y cacao;Clase;202204;820,7661;5,2;66;Noroeste
16833;01.2.1;Café, té, yerba y cacao;Clase;202204;834,3116;4,8;78,1;Cuyo
16834;01.2.1;Café, té, yerba y cacao;Clase;202204;863,3411;4,9;63,8;Patagonia
16835;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202204;605,8854;4,1;41,6;Pampeana
16836;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202204;613,6459;3,9;47,1;Noreste
16837;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202204;592,9573;4;46,6;Noroeste
16838;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202204;624,1164;4,8;43,1;Cuyo
16839;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202204;613,5574;2,8;41,5;Patagonia
16866;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202204;719,4846;6,8;77,1;GBA
16886;11.1;Restaurantes y comidas fuera del hogar;Grupos;202204;722,8686;7,2;76,8;GBA
16894;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202204;673,142;6,9;66,1;GBA
16895;01.2.1;Café, té, yerba y cacao;Clase;202204;824,0481;7,8;73,5;GBA
16896;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202204;522,9847;3,2;45,6;GBA
16955;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202205;746,2508;6;73,8;Pampeana
16956;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202205;779,6266;7;81,2;Noreste
16957;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202205;796,2689;6,4;77,2;Noroeste
16958;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202205;838,7656;6,6;77,2;Cuyo
16959;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202205;688,4089;3,6;76;Patagonia
17045;11.1;Restaurantes y comidas fuera del hogar;Grupos;202205;748,2219;6,1;73,5;Pampeana
17046;11.1;Restaurantes y comidas fuera del hogar;Grupos;202205;781,799;7,1;81,2;Noreste
17047;11.1;Restaurantes y comidas fuera del hogar;Grupos;202205;798,5574;6,4;77,1;Noroeste
17048;11.1;Restaurantes y comidas fuera del hogar;Grupos;202205;846,2396;6,7;76,9;Cuyo
17049;11.1;Restaurantes y comidas fuera del hogar;Grupos;202205;688,4537;3,5;75,8;Patagonia
17085;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202205;762,511;4,5;63,8;Pampeana
17086;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202205;813,3119;8,1;73,6;Noreste
17087;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202205;790,0084;5,3;62,1;Noroeste
17088;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202205;780,0617;4,8;63,4;Cuyo
17089;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202205;731,9294;4,5;60,6;Patagonia
17090;01.2.1;Café, té, yerba y cacao;Clase;202205;905,2914;6;67,7;Pampeana
17091;01.2.1;Café, té, yerba y cacao;Clase;202205;953,9697;4,8;56,8;Noreste
17092;01.2.1;Café, té, yerba y cacao;Clase;202205;850,8901;3,7;65;Noroeste
17093;01.2.1;Café, té, yerba y cacao;Clase;202205;864,2568;3,6;78,7;Cuyo
17094;01.2.1;Café, té, yerba y cacao;Clase;202205;909,9157;5,4;66,5;Patagonia
17095;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202205;638,3152;5,4;46,1;Pampeana
17096;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202205;631,5521;2,9;45,5;Noreste
17097;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202205;615,7153;3,8;47,8;Noroeste
17098;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202205;665,8496;6,7;49,2;Cuyo
17099;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202205;653,0794;6,4;48,4;Patagonia
17126;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202205;757,1785;5,2;78,3;GBA
17146;11.1;Restaurantes y comidas fuera del hogar;Grupos;202205;760,7898;5,2;78;GBA
17154;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202205;713,6666;6;72,2;GBA
17155;01.2.1;Café, té, yerba y cacao;Clase;202205;879,9699;6,8;77,3;GBA
17156;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202205;547,3398;4,7;48,2;GBA
17215;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202206;787,2974;5,5;77,1;Pampeana
17216;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202206;816,6938;4,8;85,7;Noreste
17217;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202206;857,5241;7,7;85,4;Noroeste
17218;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202206;890,911;6,2;81,3;Cuyo
17219;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202206;736,5286;7;82,5;Patagonia
17305;11.1;Restaurantes y comidas fuera del hogar;Grupos;202206;788,6981;5,4;76;Pampeana
17306;11.1;Restaurantes y comidas fuera del hogar;Grupos;202206;818,3709;4,7;85,1;Noreste
17307;11.1;Restaurantes y comidas fuera del hogar;Grupos;202206;859,8772;7,7;84,9;Noroeste
17308;11.1;Restaurantes y comidas fuera del hogar;Grupos;202206;898,0882;6,1;80;Cuyo
17309;11.1;Restaurantes y comidas fuera del hogar;Grupos;202206;736,2363;6,9;81,5;Patagonia
17345;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202206;809,2695;6,1;68,2;Pampeana
17346;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202206;882,1737;8,5;83;Noreste
17347;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202206;834,6151;5,6;67,4;Noroeste
17348;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202206;832,2966;6,7;72,8;Cuyo
17349;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202206;779,0914;6,4;65,7;Patagonia
17350;01.2.1;Café, té, yerba y cacao;Clase;202206;951,9367;5,2;69,1;Pampeana
17351;01.2.1;Café, té, yerba y cacao;Clase;202206;1005,41;5,4;57,3;Noreste
17352;01.2.1;Café, té, yerba y cacao;Clase;202206;893,2424;5;67,5;Noroeste
17353;01.2.1;Café, té, yerba y cacao;Clase;202206;908,302;5,1;80;Cuyo
17354;01.2.1;Café, té, yerba y cacao;Clase;202206;941,1514;3,4;65,4;Patagonia
17355;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202206;673,6505;5,5;51,3;Pampeana
17356;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202206;657,7772;4,2;47,7;Noreste
17357;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202206;639,4816;3,9;51;Noroeste
17358;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202206;695,7041;4,5;51,7;Cuyo
17359;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202206;693,3985;6,2;54,7;Patagonia
17386;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202206;807,1303;6,6;84,9;GBA
17406;11.1;Restaurantes y comidas fuera del hogar;Grupos;202206;810,3183;6,5;83,5;GBA
17414;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202206;759,0166;6,4;78,9;GBA
17415;01.2.1;Café, té, yerba y cacao;Clase;202206;939,2441;6,7;80,7;GBA
17416;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202206;579,022;5,8;52,4;GBA
17475;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202207;856,3994;8,8;85,4;Pampeana
17476;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202207;887,1362;8,6;92,9;Noreste
17477;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202207;915,545;6,8;89,4;Noroeste
17478;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202207;966,3488;8,5;88,3;Cuyo
17479;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202207;812,549;10,3;91,9;Patagonia
17565;11.1;Restaurantes y comidas fuera del hogar;Grupos;202207;846,6811;7,4;82,9;Pampeana
17566;11.1;Restaurantes y comidas fuera del hogar;Grupos;202207;881,0093;7,7;91,4;Noreste
17567;11.1;Restaurantes y comidas fuera del hogar;Grupos;202207;910,6697;5,9;87,9;Noroeste
17568;11.1;Restaurantes y comidas fuera del hogar;Grupos;202207;957,3904;6,6;85,1;Cuyo
17569;11.1;Restaurantes y comidas fuera del hogar;Grupos;202207;801,2937;8,8;89,4;Patagonia
17605;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202207;889,2177;9,9;79,3;Pampeana
17606;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202207;988,7329;12,1;94,6;Noreste
17607;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202207;943,4071;13;85,1;Noroeste
17608;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202207;917,8234;10,3;85,1;Cuyo
17609;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202207;840,6635;7,9;70,7;Patagonia
17610;01.2.1;Café, té, yerba y cacao;Clase;202207;1026,624;7,8;72,4;Pampeana
17611;01.2.1;Café, té, yerba y cacao;Clase;202207;1082,396;7,7;65;Noreste
17612;01.2.1;Café, té, yerba y cacao;Clase;202207;966,3428;8,2;71,2;Noroeste
17613;01.2.1;Café, té, yerba y cacao;Clase;202207;987,8566;8,8;79,6;Cuyo
17614;01.2.1;Café, té, yerba y cacao;Clase;202207;1023,463;8,7;72,5;Patagonia
17615;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202207;728,4193;8,1;59,6;Pampeana
17616;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202207;694,3009;5,6;53;Noreste
17617;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202207;663,9368;3,8;52,5;Noroeste
17618;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202207;754,8053;8,5;61;Cuyo
17619;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202207;758,5733;9,4;62,5;Patagonia
17646;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202207;898,0347;11,3;94,9;GBA
17666;11.1;Restaurantes y comidas fuera del hogar;Grupos;202207;885,1496;9,2;91,5;GBA
17674;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202207;838,1546;10,4;88,4;GBA
17675;01.2.1;Café, té, yerba y cacao;Clase;202207;1006,58;7,2;82,5;GBA
17676;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202207;612,4746;5,8;53,7;GBA
17735;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202208;917,2334;7,1;90,6;Pampeana
17736;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202208;949,7249;7,1;102,5;Noreste
17737;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202208;981,0104;7,2;96,3;Noroeste
17738;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202208;1031,716;6,8;96,7;Cuyo
17739;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202208;865,6561;6,5;97;Patagonia
17825;11.1;Restaurantes y comidas fuera del hogar;Grupos;202208;910,1493;7,5;87,9;Pampeana
17826;11.1;Restaurantes y comidas fuera del hogar;Grupos;202208;945,4955;7,3;100,8;Noreste
17827;11.1;Restaurantes y comidas fuera del hogar;Grupos;202208;977,8896;7,4;94,7;Noroeste
17828;11.1;Restaurantes y comidas fuera del hogar;Grupos;202208;1026,878;7,3;93,3;Cuyo
17829;11.1;Restaurantes y comidas fuera del hogar;Grupos;202208;856,794;6,9;94,2;Patagonia
17865;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202208;1005,307;13,1;95,2;Pampeana
17866;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202208;1161,461;17,5;118,4;Noreste
17867;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202208;1101,255;16,7;106,7;Noroeste
17868;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202208;1045,707;13,9;103,7;Cuyo
17869;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202208;926,6076;10,2;80,9;Patagonia
17870;01.2.1;Café, té, yerba y cacao;Clase;202208;1113,645;8,5;75,5;Pampeana
17871;01.2.1;Café, té, yerba y cacao;Clase;202208;1158,485;7;67,2;Noreste
17872;01.2.1;Café, té, yerba y cacao;Clase;202208;1038,537;7,5;72;Noroeste
17873;01.2.1;Café, té, yerba y cacao;Clase;202208;1061,472;7,5;78,8;Cuyo
17874;01.2.1;Café, té, yerba y cacao;Clase;202208;1095,077;7;72,9;Patagonia
17875;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202208;783,8091;7,6;68,4;Pampeana
17876;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202208;737,7159;6,3;60,3;Noreste
17877;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202208;696,6487;4,9;56;Noroeste
17878;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202208;816,5979;8,2;69,5;Cuyo
17879;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202208;806,6495;6,3;68,4;Patagonia
17906;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202208;953,6599;6,2;102,8;GBA
17926;11.1;Restaurantes y comidas fuera del hogar;Grupos;202208;944,5805;6,7;99,1;GBA
17934;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202208;919,5622;9,7;98;GBA
17935;01.2.1;Café, té, yerba y cacao;Clase;202208;1072,552;6,6;83,7;GBA
17936;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202208;650,481;6,2;59,5;GBA
17995;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202209;970,0002;5,8;93,9;Pampeana
17996;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202209;997,4533;5;105,5;Noreste
17997;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202209;1040,632;6,1;101;Noroeste
17998;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202209;1076,262;4,3;100,9;Cuyo
17999;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202209;929,1266;7,3;102,1;Patagonia
18085;11.1;Restaurantes y comidas fuera del hogar;Grupos;202209;968,1521;6,4;92,6;Pampeana
18086;11.1;Restaurantes y comidas fuera del hogar;Grupos;202209;996,7954;5,4;104,8;Noreste
18087;11.1;Restaurantes y comidas fuera del hogar;Grupos;202209;1040,949;6,4;100,3;Noroeste
18088;11.1;Restaurantes y comidas fuera del hogar;Grupos;202209;1078,764;5,1;99,3;Cuyo
18089;11.1;Restaurantes y comidas fuera del hogar;Grupos;202209;925,8952;8,1;100,9;Patagonia
18125;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202209;1089,252;8,4;103,3;Pampeana
18126;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202209;1268,648;9,2;125,7;Noreste
18127;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202209;1181,032;7,2;112,9;Noroeste
18128;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202209;1151,835;10,1;117;Cuyo
18129;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202209;1004,315;8,4;87,8;Patagonia
18130;01.2.1;Café, té, yerba y cacao;Clase;202209;1163,647;4,5;74,4;Pampeana
18131;01.2.1;Café, té, yerba y cacao;Clase;202209;1214,777;4,9;69,6;Noreste
18132;01.2.1;Café, té, yerba y cacao;Clase;202209;1090,369;5;71,7;Noroeste
18133;01.2.1;Café, té, yerba y cacao;Clase;202209;1103,803;4;76,1;Cuyo
18134;01.2.1;Café, té, yerba y cacao;Clase;202209;1135,12;3,7;69,9;Patagonia
18135;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202209;835,184;6,6;74,6;Pampeana
18136;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202209;797,5133;8,1;67,7;Noreste
18137;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202209;733,486;5,3;57,1;Noroeste
18138;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202209;870,6404;6,6;75,2;Cuyo
18139;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202209;860,3785;6,7;73,4;Patagonia
18166;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202209;989,7111;3,8;101,4;GBA
18186;11.1;Restaurantes y comidas fuera del hogar;Grupos;202209;987,8683;4,6;99,6;GBA
18194;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202209;983,3446;6,9;101,2;GBA
18195;01.2.1;Café, té, yerba y cacao;Clase;202209;1117,112;4,2;85,6;GBA
18196;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202209;694,5156;6,8;66,1;GBA
18255;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202210;1039,689;7,2;98,8;Pampeana
18256;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202210;1068,579;7,1;110;Noreste
18257;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202210;1113,038;7;108,3;Noroeste
18258;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202210;1128,116;4,8;104,1;Cuyo
18259;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202210;1000,723;7,7;110,7;Patagonia
18345;11.1;Restaurantes y comidas fuera del hogar;Grupos;202210;1034,491;6,9;96,5;Pampeana
18346;11.1;Restaurantes y comidas fuera del hogar;Grupos;202210;1065,594;6,9;108,5;Noreste
18347;11.1;Restaurantes y comidas fuera del hogar;Grupos;202210;1111,304;6,8;107,1;Noroeste
18348;11.1;Restaurantes y comidas fuera del hogar;Grupos;202210;1124,783;4,3;101,1;Cuyo
18349;11.1;Restaurantes y comidas fuera del hogar;Grupos;202210;994,1824;7,4;108,5;Patagonia
18385;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202210;1155,041;6;106,5;Pampeana
18386;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202210;1308,366;3,1;124,3;Noreste
18387;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202210;1246,512;5,5;116,9;Noroeste
18388;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202210;1201,659;4,3;116,4;Cuyo
18389;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202210;1077,293;7,3;96,3;Patagonia
18390;01.2.1;Café, té, yerba y cacao;Clase;202210;1204,694;3,5;73,3;Pampeana
18391;01.2.1;Café, té, yerba y cacao;Clase;202210;1247,846;2,7;65,1;Noreste
18392;01.2.1;Café, té, yerba y cacao;Clase;202210;1141,485;4,7;72,7;Noroeste
18393;01.2.1;Café, té, yerba y cacao;Clase;202210;1151,773;4,3;76,8;Cuyo
18394;01.2.1;Café, té, yerba y cacao;Clase;202210;1235,741;8,9;79,2;Patagonia
18395;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202210;884,1337;5,9;78,1;Pampeana
18396;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202210;843,9143;5,8;73,1;Noreste
18397;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202210;791,5479;7,9;60,8;Noroeste
18398;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202210;918,8453;5,5;80,3;Cuyo
18399;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202210;916,0879;6,5;80,7;Patagonia
18426;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202210;1068,978;8;109,1;GBA
18446;11.1;Restaurantes y comidas fuera del hogar;Grupos;202210;1062,448;7,5;105,9;GBA
18454;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202210;1033,954;5,1;103,8;GBA
18455;01.2.1;Café, té, yerba y cacao;Clase;202210;1154,388;3,3;84,6;GBA
18456;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202210;771,4385;11,1;78,5;GBA
18515;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202211;1101,373;5,9;101,7;Pampeana
18516;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202211;1122,712;5,1;108,5;Noreste
18517;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202211;1164,465;4,6;110,7;Noroeste
18518;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202211;1177,092;4,3;104,5;Cuyo
18519;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202211;1059,646;5,9;118,6;Patagonia
18605;11.1;Restaurantes y comidas fuera del hogar;Grupos;202211;1095,861;5,9;100,1;Pampeana
18606;11.1;Restaurantes y comidas fuera del hogar;Grupos;202211;1119,328;5;107,5;Noreste
18607;11.1;Restaurantes y comidas fuera del hogar;Grupos;202211;1162,319;4,6;109,9;Noroeste
18608;11.1;Restaurantes y comidas fuera del hogar;Grupos;202211;1172,668;4,3;102,4;Cuyo
18609;11.1;Restaurantes y comidas fuera del hogar;Grupos;202211;1052,696;5,9;117,3;Patagonia
18645;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202211;1212,521;5;110,9;Pampeana
18646;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202211;1367,426;4,5;130,3;Noreste
18647;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202211;1286,839;3,2;119,1;Noroeste
18648;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202211;1255,439;4,5;120,2;Cuyo
18649;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202211;1141,064;5,9;106,4;Patagonia
